,Date,Time,Temp(F),Barometric_Pressure,Wood_Duck-F,Wood_Duck-M,Wood_Duck-Baby,Mallard-F,Mallard-M,Mallard-Baby,Gadwall-F,Gadwall-M,GBH,Turtle,Raccoon, Unknown/Other,#_of_Organisms,Activity(ies),Weather,Wood_Duck_all,Mallard_all,Gadwall_all,Time (24 hour clock),Swimming,Perching,Preening,Dabbling,Sleeping,Standing,Walking,Basking,Flying,Bathing,Landing,Grooming,Flapping,Floating,Climbing,Stalking,Jumping,Splashing,Hopping,Emerging,Rising,Feeding,Following,Predating,Cleaning,Struting,Screaming,Chirping,Wading,Quacking,Wing-Spreading,Tail-Shaking,Drying,Patrolling,Tapping,Singing,Lurking,Diving,Stretching,Sunbathing,Pair-Bonding,Chasing
16,5/21/2019,9:00 AM,78.0,29.82,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9,"swimming, preening, Perching",sunny,6.0,1.0,0.0,9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
17,5/21/2019,8:57 AM,77.0,29.88,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, grooming, Perching, sunbathing",sunny,6.0,2.0,0.0,8,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
18,5/21/2019,9:02 AM,78.0,29.82,0.0,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, preening, feeding, Perching",sunny,5.0,3.0,0.0,9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
19,5/21/2019,8:57 AM,77.0,29.88,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, grooming, Perching, sunbathing",sunny,6.0,2.0,0.0,8,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
20,5/21/2019,9:03 AM,80.0,29.82,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, preening",sunny,5.0,2.0,0.0,9,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
21,5/21/2019,8:57 AM,77.0,29.88,0.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, grooming, Perching, sunbathing",sunny,6.0,2.0,0.0,8,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22,5/21/2019,9:05 AM,80.0,29.82,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, preening, perching, (feeding?)",sunny,5.0,2.0,0.0,9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
23,5/21/2019,9:03 AM,77.0,29.88,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, Perching, sunbathing",sunny,5.0,2.0,0.0,9,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
24,5/21/2019,9:30 AM,78.0,29.82,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,9,"swimming, following, perching, preening",sunny,4.0,2.0,1.0,9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,5/21/2019,9:03 AM,77.0,29.88,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, Perching, feeding, sunbathing",sunny,5.0,2.0,0.0,9,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
26,5/21/2019,9:56 AM,77.0,29.82,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"swimming, perching, preening, sunbathing",overcast,3.0,1.0,0.0,9,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
27,5/21/2019,9:03 AM,77.0,29.88,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, grooming, Perching, sunbathing",sunny,5.0,2.0,0.0,9,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
28,5/21/2019,10:11 AM,75.0,29.82,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, perching, preening, dabbling, climbing",overcast,5.0,3.0,0.0,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
29,5/21/2019,9:27 AM,78.0,29.88,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,"Perching, swimming, haron landing on log, quacking, grooming",sunny,3.0,3.0,0.0,9,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
30,5/21/2019,10:12 AM,77.0,29.82,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, perching, preening, following, feeding",overcast,6.0,2.0,0.0,10,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,5/21/2019,9:27 AM,78.0,29.88,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,"Perching, grooming, swimming",sunny,3.0,3.0,0.0,9,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,5/21/2019,10:14 AM,77.0,29.82,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,"swimming, perching, dabbling, preening",overcast,4.0,2.0,0.0,10,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,5/21/2019,9:27 AM,78.0,29.88,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7,"perching, dabbling, flapping, swimming",overcast,4.0,2.0,0.0,9,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,5/21/2019,10:15 AM,77.0,29.82,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,"swimming, drying, preening, perching",overcast,5.0,0.0,0.0,10,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
35,5/21/2019,9:27 AM,78.0,29.88,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8,"flying, perching, swimming",overcast,4.0,3.0,0.0,9,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,5/21/2019,10:21 AM,75.0,29.82,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,"swimming, perching, preening, emerging",overcast,6.0,0.0,0.0,10,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,5/21/2019,9:27 AM,78.0,29.88,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"swimming, preening, perching",overcast,4.0,3.0,0.0,9,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,5/21/2019,11:57 AM,75.0,29.85,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6,"swimming, perching, preening, dabbling",overcast,5.0,0.0,0.0,11,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,5/21/2019,9:27 AM,78.0,29.88,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,"swimming, grooming, perching",overcast,4.0,3.0,0.0,9,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,5/21/2019,11:59 AM,75.0,29.85,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7,"swimming, dabbling, perching, preening, flying",overcast,5.0,0.0,0.0,11,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,5/21/2019,10:07 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,"preening, swimming, perching, basking, stalking",overcast,6.0,0.0,0.0,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,5/21/2019,12:05 PM,75.0,29.85,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8,"swimming, perching, dabbling, preening, following, basking",overcast,5.0,2.0,0.0,12,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,5/21/2019,10:07 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,"swimming, perching, preening, basking, stalking",overcast,6.0,0.0,0.0,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,5/21/2019,12:06 PM,75.0,29.85,1.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9,"swimming, perching, preening, basking",overcast,6.0,2.0,0.0,12,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,5/21/2019,10:07 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,8,"swimming, perching, preening, basking",overcast,6.0,0.0,0.0,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,5/21/2019,1:05 PM,71.0,29.85,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"swimming, dabbling, sleeping, basking",overcast,3.0,1.0,0.0,13,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,5/21/2019,10:09 AM,75.0,29.88,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,12,"feeding, swimming, Perching, climbing, walking, preening",overcast,7.0,3.0,0.0,10,True,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,5/21/2019,1:08 PM,73.0,29.85,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6,"swimming, dabbling, sleeping, basking, flying, perching",overcast,3.0,1.0,0.0,13,True,True,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,5/21/2019,10:09 AM,75.0,29.88,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,"preening, quacking, feeding, perching, swimming",overcast,7.0,2.0,0.0,10,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
50,5/21/2019,4:31 PM,71.0,29.88,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6,"swimming, dabbling, jumping, sleeping, perching",overcast,4.0,1.0,0.0,16,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,5/21/2019,10:09 AM,75.0,29.88,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11,"preening, swimming, feeding, perching, walking",overcast,6.0,3.0,0.0,10,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,5/21/2019,10:13 AM,75.0,29.88,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,"preening, Perching",overcast,5.0,0.0,0.0,10,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,5/21/2019,10:13 AM,75.0,29.88,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,"perching, wading, basking",overcast,5.0,0.0,0.0,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
54,5/21/2019,10:13 AM,75.0,29.88,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,7,"perching, wading, basking",overcast,5.0,0.0,0.0,10,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55,5/21/2019,10:20 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,"perching, basking, swimming",overcast,6.0,0.0,0.0,10,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,5/21/2019,10:20 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,"perching, preening, walking, basking",overcast,6.0,0.0,0.0,10,False,True,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
57,5/21/2019,10:20 AM,75.0,29.88,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7,"perching, standing, basking",overcast,6.0,0.0,0.0,10,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
58,5/21/2019,10:38 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"perching, swimming, standing, basking",overcast,3.0,1.0,0.0,10,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,5/21/2019,10:38 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"preening, perching, swimming, standing, basking",overcast,3.0,1.0,0.0,10,True,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,5/21/2019,10:38 AM,75.0,29.88,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,"perching, preening, swimming, basking",overcast,2.0,1.0,0.0,10,True,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,5/22/2019,8:00 AM,62.0,30.12,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,"swimming and dabbling, flying",cloudy,1.0,0.0,0.0,8,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
62,5/21/2019,10:41 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"perching, dabbling, swimming, preening, basking",overcast,3.0,1.0,0.0,10,True,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,5/22/2019,8:24 AM,62.0,30.12,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,"preening, swimming",overcast,2.0,1.0,0.0,8,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,5/21/2019,10:41 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"perching, perching, swimming, cleaning",overcast,3.0,1.0,0.0,10,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
65,5/22/2019,8:35 AM,64.0,30.12,0.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6,"perching, swimming, dabbling, preening",cloudy,3.0,1.0,2.0,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,5/21/2019,10:41 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"perching, swimming, basking, dabbling",overcast,3.0,1.0,0.0,10,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,5/22/2019,8:50 AM,64.0,30.12,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5,"perching, swimming, dabbling, preening",cloudy,1.0,2.0,2.0,8,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
68,5/21/2019,10:42 AM,75.0,29.88,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5,"preening, swimming, dabbling, basking",overcast,3.0,1.0,0.0,10,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
